,Author,Date,Colour,Verification,Rating,Title,Desc
110,"['Abhishek', [...]]","['2 December 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Awesome product', [...]]","[['Got this product for 64,999 only in exchange offer and i must say it was the best deal ever.. Product was 100% genuine and have been using since more than a month now and everything works excellent .']]"
111,"['Pravin ingale', [...]]","['18 October 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['No dout go for it', [...]]",[['Apple is very nice but battery life average slow charging']]
112,"['Bhuvana Arasu', [...]]","['7 November 2018', [...]]","['Colour: Silver', 'Size: 256GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Worth it', [...]]",[['Worth it']]
113,"['Amazon Customer', [...]]","['15 October 2018', [...]]","['Colour: Space Grey', 'Size: 256GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Don’t dare rating an iPhone.', [...]]",[['If you don’t have an iPhone you don’t have an iPhone.']]
114,"['Amazon Customer', [...]]","['16 November 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['For iPhone X - No Comment', [...]]","[[""I got this phone in this Diwali week. I think it's a best Diwali Gift :)""]]"
115,"['Shailesh', [...]]","['13 January 2019', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Great phone', [...]]",[['Got this amazing phone in The Great Indian sale with aweosme deal. Phone at the price of laptop :) but apple is great in terms of quality and build']]
116,"['vimal semwal', [...]]","['1 December 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Nice phone by apple', [...]]","[['Batterylife and screen quality is awesome.', 'Processing speed also very good.', 'Overall its a 5 star phone.']]"
117,"['Sunil Shelke', [...]]","['15 November 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Side panel is Not scrath proof', [...]]","[['Please improve quality of side panel iPhone X.', 'Side panel is not scratch proof .', 'Camera , battery life,  display osm.']]"
118,"['Amazon Customer', [...]]","['6 December 2018', [...]]","['Colour: Space Grey', 'Size: 256GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Great phone with bad battery', [...]]","[['I loved everything about this phone except for the battery.', 'Just after usage of less than a month the battery health is reduced to 96%. I am not sure what it will look like after an year.', 'Rest all good.']]"
119,"['farook mistry', [...]]","['8 November 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Excellent', [...]]",[['Exellent']]
120,"['rkmalh', [...]]","['8 December 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Best', [...]]",[['The best phone Apple has ever produced. Need not change it for many years now.']]
121,"['Amazon Customer', [...]]","['8 November 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Just WOW', [...]]",[['The best phone you can get. Just mindblowing. Screen quality is awsesome. iOS is easy to use. Battery could have been improved.']]
122,"['Ejaz S.', [...]]","['19 October 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Excellent device great offer on amazon but one day late delivery', [...]]",[['Excellent device']]
123,"['Amazon Customer', [...]]","['23 November 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['feels very bulky', [...]]",[['very bulky and to much expensive']]
124,"['N V ARAVAMUDHAN', [...]]","['1 November 2018', [...]]","['Colour: Space Grey', 'Size: 256GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Apple IPhone X', [...]]",[['The battery life is good. The durability is excellent. The screen quality is fine']]
125,"['Ravi Sewlani', [...]]","['19 December 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Beast iPhone', [...]]","[['The best phone in market, the iOS is so much better and the edge to edge screen is amazing. Love the phone, its great for photography and gaming.']]"
126,"['Samrat', [...]]","['2 January 2019', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Great phone supereb camera superb display', [...]]","[['awesome phone awesome screen quality camera is superb top notch quality camera.', 'Amazon service mindblowing order kara 11.30 in night and delivered in next morning before 11 suprised', 'Thanks amazon']]"
127,"['rohit Singh ', [...]]","['1 December 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['3.0 out of 5 stars', [...]]","['Regarding no cost emi offer', [...]]",[['I had purchased apple iphoneX at no cost emi offer for 9 months.bt after purchasing HDFC bank charged me with 14%monthly interest rate.now both bank nd amazon didn’t slove this issue bt blaming each other.']]
128,"['Kindle Customer', [...]]","['19 October 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['1.0 out of 5 stars', [...]]","['Very bad', [...]]",[['Very bad delivered used phone']]
129,"['Microwave', [...]]","['27 November 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['1.0 out of 5 stars', [...]]","['Pl help for replacement', [...]]",[['Sir please solve my problems.']]
130,"['Smart rajerv', [...]]","['28 October 2018', [...]]","['Colour: Silver', 'Size: 256GB', [...]]",[['Verified Purchase']],"['1.0 out of 5 stars', [...]]","['Duplicate iPhone x', [...]]",[['I have already complaint about the product. It was duplicate iPhone x. Return it to delivary boy on same day time.']]
131,"['Amazon Customer', [...]]","['12 October 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Great', [...]]",[['GREAT']]
132,"['Amazon Customer', [...]]","['10 October 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Ok', [...]]",[['Look is good']]
133,"['aditya', [...]]","['12 November 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['great', [...]]",[['wow phone']]
134,"['Kr. Vaibhav', [...]]","['8 December 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['iPhone X User Review', [...]]","[['Superb model of iPhone series, user friendly, having a different look , build up with strong quality and inbuilt features, a must buy phone for iPhone lovers , Just go for it 😊']]"
135,"['Nikhil Saluja', [...]]","['19 October 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Apple x', [...]]",[['Best Phone Ever']]
136,"['Vishal Gupta', [...]]","['9 January 2019', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Overall Gas..!!!', [...]]",[['Nice...phone quality is good but front camera is not so good in 70K']]
137,"['Pankaj chawla', [...]]","['16 December 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['1.0 out of 5 stars', [...]]","['Good phone but needed repair first', [...]]",[['Iphone was giving very bad battery life. I consulted apple service center and they said the display of the phone was causing the battery to drain so they replaced the display.']]
138,"['Amazon Customer', [...]]","['3 January 2019', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Ofcourse its an iphone x', [...]]","[['Awesome phone', 'Feels great in hands', 'Handy', 'Great camera depth effects', 'And smooth functioning and multitasking']]"
139,"['Vikram Singh Rajpurohit', [...]]","['15 January 2019', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Quality Assured', [...]]",[['Its quality assured product and most trusted on Amazon by seller as received with extra security']]
140,"['Sandeep Raheja', [...]]","['26 October 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['1.0 out of 5 stars', [...]]","['Heat problem', [...]]",[['Heat problem']]
141,"['Nikhil Rawat', [...]]","['17 December 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Beast from Apple', [...]]","[['Its even best when i got it for 62000 at great Indian sale 70000 (7k bank cashback+1k Amazon pay cashback)', 'It was a great deal rather amazing.....!!']]"
142,"['Ankit Prajapati', [...]]","['3 January 2019', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Price should be around 60-65k  be best', [...]]",[['This is premium smartphone... this is beauty beast.  I love it ... this type phones we want ... but with little less price ... price of this phone in India is too much ...']]
143,"['ankush dua', [...]]","['23 November 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['1.0 out of 5 stars', [...]]","['Faulty phone', [...]]",[['The phone was faulty.i have visited apple care 3 times. Still problem not resolved.']]
144,"['Amazon Customer', [...]]","['21 January 2019', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Very happy', [...]]",[['Awesome']]
145,"['MOHD ARIF', [...]]","['6 January 2019', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Outstanding Cameras', [...]]",[['No match till today power packed phone awesome deal.']]
146,"['Harish Thakur', [...]]","['28 December 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Worst battery life', [...]]",[['Battery health degrades rapidly. Just within 2 months of buying.']]
147,"['Amazon Customer', [...]]","['15 January 2019', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Nice purchase', [...]]","[['First time IOS buyer, UI is fast as expected and FAce iD works perfectly.', 'Charging is bit slow compared to earlier iPhones']]"
148,"['Amazon Customer', [...]]","['1 December 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['The perfect business phone', [...]]",[['Battery performance is improved but still there is scope for more improvement.']]
149,"['Navaneeth sharma', [...]]","['9 December 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Good', [...]]",[['An amazing phone but battery life is like tooo bad it’s going down very fastly']]
150,"['Darshit Ahir', [...]]","['3 December 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['4.0 out of 5 stars', [...]]","['Amazing', [...]]",[['Good phone using it since 2 months no problem delivery was fast']]
151,"['Amazon Customer', [...]]","['6 January 2019', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Worth it', [...]]","[['Awesome phone, at 70 grands I am sure this will the last affordable high quality iphone that will be ever made']]"
152,"['Deepak Singh Chouhan', [...]]","['4 January 2019', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Invoice copy', [...]]",[['I need invoice copy on my email id urgently']]
153,"['Eziokrrish', [...]]","['14 December 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Oled Beast', [...]]","[['Fall in love once unpacked ,still lacks the fast charging and standby time ..Got it during Great Indian sale for 75k .Worth the price.']]"
154,"['Amazon Customer', [...]]","['3 December 2018', [...]]","['Colour: Space Grey', 'Size: 256GB', [...]]",[['Verified Purchase']],"['4.0 out of 5 stars', [...]]","['Good', [...]]",[['Phone works pretty well. Packaging was not good.']]
155,"['Shivani Verma', [...]]","['19 January 2019', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Very nice..on time delivery..appreciated', [...]]",[['Very nice..on time delivery..appreciated']]
156,"['Amazon Customer', [...]]","['7 January 2019', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['3.0 out of 5 stars', [...]]","['Good Product but dust in rear camera', [...]]","[['Don’t buy online, dust in the rear camera']]"
157,"['Sagar Patel', [...]]","['27 December 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Bought in Great amazon prize.', [...]]","[[""It's an Apple product. So no need to do write more. Best Screen, Best camera, Best Battery & Best style.""]]"
158,"['Gopal Yadav', [...]]","['14 December 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Best iPhone yet', [...]]","[['Best screen', 'Best camera', 'Great battery life', 'Amazing looks']]"
159,"['Dheeraj Dwivedi', [...]]","['27 December 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Awosome phone', [...]]","[['Amazing product at least prize. Awasom quality, not soo many changes from apple side, but still it stands best among others']]"
160,"['kiran', [...]]","['9 December 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Very good product!', [...]]","[['Really good product, battery life is much better compared older devices such as 6s, 7 plus']]"
161,"['Ashish', [...]]","['27 December 2018', [...]]","['Colour: Silver', 'Size: 256GB', [...]]",[['Verified Purchase']],"['1.0 out of 5 stars', [...]]","['phone concked off within 2 months ..', [...]]",[['the phone just switched off and does not turn on atall.. this is ridiculous after spending a fortune this is what you get.']]
162,"['Amazon Customer', [...]]","['24 December 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['3.0 out of 5 stars', [...]]","['Good product', [...]]",[['Battery life isn’t good enough but screen quality is excellent and phone gets heated while playing games']]
163,"['CB', [...]]","['22 November 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Superb', [...]]",[['It’s one of the best iPhone ever.']]
164,"['Abhishek C.', [...]]","['11 December 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Nice', [...]]",[['As expected']]
165,"['Saurav more', [...]]","['8 January 2019', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Satisfied', [...]]",[['Happy']]
166,"['nadeemkhan', [...]]","['7 December 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['I love it', [...]]","[['Its not a phone its a gadget', 'Thanks amazon', 'Thanks I phone', 'Thanks steav jobs', 'And thanks my brother']]"
167,"['Amazon Customer', [...]]","['22 November 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Good product', [...]]",[['Good product']]
168,"['Pratibha R.', [...]]","['29 December 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Great phone', [...]]",[['If it’s in ur budget pick it up']]
169,"['Amazon Customer', [...]]","['23 December 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['SUPERB', [...]]",[['REALLY AMAZING EXPERIENCE.. LONG LIVE APPLE....']]
170,"['Amazon Customer', [...]]","['4 January 2019', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Nice', [...]]",[['Good']]
171,"['Naresh Chatla', [...]]","['7 December 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Best phone', [...]]",[['Overall product is good']]
172,"['Gurpreet Singh', [...]]","['19 October 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Everything was perfect', [...]]","[['Recived it late bt is worth for money', 'Thnku seller']]"
173,"['Amazon Customer', [...]]","['3 January 2019', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Good phone', [...]]",[['Got a good one and I hope this one stays longer like how I had my iPhone 6.']]
174,"['Mridz', [...]]","['23 January 2019', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['4.0 out of 5 stars', [...]]","['Nice', [...]]",[['Its nice with good packing. UI is pretty cool.']]
175,"['Vandna', [...]]","['19 December 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['1.0 out of 5 stars', [...]]","[""Not gud quality it's work like China phone"", [...]]","[[""Speaker quality vry Low. Not perfect. Very bad experiences in few day's Big mistake for purchase this site""]]"
176,"['Deepak Pandit', [...]]","['28 November 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['4.0 out of 5 stars', [...]]","['Good but bulky', [...]]",[['Good but bulky and expensive']]
177,"['Sreevikram S', [...]]","['3 December 2018', [...]]","['Colour: Silver', 'Size: 256GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Good as always', [...]]",[['3rd iPhone and not disappointed at all']]
178,"['Gaurav Kumar', [...]]","['9 November 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Must buy', [...]]",[['Awesome']]
179,"['Abhishiek', [...]]","['23 January 2019', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Don’t go for iPhone Xsnothing big change for spending that much money go for iPhone X I am loving it', [...]]",[['Don’t go for iPhone X S nothing big change for spending that much money go for iPhone X I am loving it']]
180,"['Mayank yadav', [...]]","['25 November 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['On time delivery', [...]]","[['On time delivery, good phone']]"
181,"['yash thakur', [...]]","['22 January 2019', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Great phone 👍', [...]]","[[""It's apple , you don't need a review. 😂""]]"
182,"['Varun', [...]]","['19 January 2019', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Apple!', [...]]","[['Since I’ve always used an iPhone, this one is pretty much the same but much better.']]"
183,"['anil mahajan', [...]]","['3 January 2019', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['1.0 out of 5 stars', [...]]","['IPhone X', [...]]",[['Seller is selling Defective phone']]
184,"['Amazon Customer', [...]]","['26 December 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Good', [...]]",[['Great phone']]
185,"['Indirani Saptharishi', [...]]","['5 November 2018', [...]]","['Colour: Silver', 'Size: 256GB', [...]]",[['Verified Purchase']],"['1.0 out of 5 stars', [...]]","['Waste product', [...]]",[['Total product is fraud']]
186,"['Rishi Kumar', [...]]","['16 December 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['1.0 out of 5 stars', [...]]","['Not good', [...]]",[['Not good at all']]
187,"['aditya negi', [...]]","['17 December 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Review', [...]]",[['Really like the sound and gesture based navigation.']]
188,"['Mukesh G.', [...]]","['18 January 2019', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['1.0 out of 5 stars', [...]]","['nothing', [...]]",[['noting']]
189,"['Sanjeev', [...]]","['31 October 2018', [...]]","['Colour: Space Grey', 'Size: 256GB', [...]]",[['Verified Purchase']],"['4.0 out of 5 stars', [...]]","['Costly', [...]]","[['I liked the product but not the price. Within a week of my purchase, price was slashed by Rs.20,000.']]"
190,"['vijath shetty', [...]]","['17 November 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Battery', [...]]","[['Charging process takes upto two hours ,which is lot slower then many other cell phones']]"
191,"['Indbunny', [...]]","['10 January 2019', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['A great phone it is', [...]]",[['Very good phone. Unusually long lasting battery and display that is amazing. Good buy.']]
192,"['Amazon Customer', [...]]","['3 November 2018', [...]]","['Colour: Silver', 'Size: 256GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Otherwise its fells a lakh phone.. showing off everyday', [...]]",[['If you are coming from android fam to ios bro u goona miss fast charging alot... i mean Alot alotttttt']]
193,"['Amazon Customer', [...]]","['31 December 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['1.0 out of 5 stars', [...]]","['Duplicate product', [...]]","[['fake product delivered...', 'phone not working,charger not working,ear phone not working..']]"
194,"['guha venkatesh', [...]]","['15 December 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Excellent', [...]]",[['Excellent']]
195,"['Aditya Bindal', [...]]","['1 November 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['iPhone X', [...]]","[['Excellent product .', 'If you have a budget more than 45k then blindly go for it.', 'Worth for money.']]"
196,"['Amazon Customer', [...]]","['17 December 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['1.0 out of 5 stars', [...]]","['Waste of money', [...]]",[['Performance is bad very slow data network issue I think refurbished mobile']]
197,"['Wonder Point Creative Solutions Pvt Ltd', [...]]","['8 November 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Battery not so good', [...]]",[['Amazing phone. Excellent camera. Esp the portrait mode. Battery is not so good. Drains very quickly.']]
198,"['Preeti S.', [...]]","['17 November 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['4.0 out of 5 stars', [...]]","['Ok', [...]]","[['It hangs sometimes, it’s never happened with my previous I phone 6']]"
199,"['PANKAJ ANAND', [...]]","['16 January 2019', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Awesome', [...]]",[['Great product in all aspects']]
200,"['Meraj alam', [...]]","['22 December 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['3.0 out of 5 stars', [...]]","['Awesome', [...]]",[['Good']]
201,"['Mohit Jaiswal', [...]]","['18 October 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Perfect', [...]]",[['Superb phone...on time delivery..worth buying..']]
202,"['saket rungta', [...]]","['31 October 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Everything to love', [...]]",[['Screen is fab']]
203,"['Jasdeep Singh Sidhu', [...]]","['24 December 2018', [...]]","['Colour: Space Grey', 'Size: 256GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Best phone at best price by amazon', [...]]",[['Phone reached on time with amazing features.']]
204,"['Felix', [...]]","['31 October 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Good', [...]]",[['Nice']]
205,"['Malik', [...]]","['28 October 2018', [...]]","['Colour: Silver', 'Size: 256GB', [...]]",[['Verified Purchase']],"['1.0 out of 5 stars', [...]]","['Not happy with Amazon', [...]]",[['Not happy this time with Amazon... I m a loyal customer of Amazon but it failed']]
206,"['Amazon Customer', [...]]","['3 December 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Best in camera and performance', [...]]",[['Best in camera and performance. Battery life is good but taking time for charging.']]
207,"['Amazon Customer', [...]]","['13 November 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['“A” team and product', [...]]",[['Alwayz a a strong recommendation for apple and amazon..they truly stand for A’s']]
208,"['kunal suryansh', [...]]","['8 December 2018', [...]]","['Colour: Space Grey', 'Size: 256GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Just Buy It', [...]]","[['superb,Camera is awesome,worth to buy in sale.I bought in 80k for 256GB.Thanks Amazon']]"
209,"['Gautam arora', [...]]","['16 December 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Good product', [...]]",[['Like']]
210,"['Ramesh', [...]]","['12 January 2019', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['problems in devices', [...]]",[['the charger is not working after 20days and i am getting problems in mobile settings']]
211,"['Vipin', [...]]","['12 December 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Night Photography horrible', [...]]",[['Every thing is perfect but worst for low light photography.']]
212,"['RAJ KUMAR SINGH', [...]]","['7 December 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Unbelievable', [...]]",[['Awesome products']]
213,"['Ritu Shah', [...]]","['23 November 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['4.0 out of 5 stars', [...]]","['Good', [...]]",[['Good']]
214,"['Sagar', [...]]","['28 December 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Upgrade at a great price.', [...]]",[['Awesome phone. Thanks amazon!! For a great deal !!']]
215,"['aman arya', [...]]","['28 November 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['amazing phone', [...]]","[['enjoying everything of iphone x, face unlock, top quality camera, and what not....']]"
216,"['Amazon Customer', [...]]","['16 October 2018', [...]]","['Colour: Space Grey', 'Size: 256GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Battery is only issue', [...]]",[['Nice but battery is small and continuous usage is only 6 hours']]
217,"['Rabi', [...]]","['17 January 2019', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","[""Owner's pride"", [...]]",[['Great devise']]
218,"['shriman', [...]]","['31 October 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Osm device', [...]]",[['Nice delivery by Amazon and osm device..as i have upgraded from Iphone7 to Iphone X']]
