,Author,Date,Colour,Verification,Rating,Title,Desc
819,"['DEEPAK TAK', [...]]","['10 December 2017', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['Pasa 💵 wasul', [...]]",[['I sold my car to buy this phone now when I have to go to office I have to catch an auto but when I use this phone in auto it feels really good totally worth selling my car']]
820,"['Piyush Verma', [...]]","['3 January 2018', [...]]","['Colour: Space Grey', 'Size: 256GB', [...]]",[['Verified Purchase']],"['3.0 out of 5 stars', [...]]","['Average phone at that price.', [...]]","[['Better to Buy one plus 5t for extreme performance, Apple sells cheap stuff at the high price.', '- Only 3gb ram', '- Apps notifications are not calibrated, it cuts off by the front camera cutout.', '- Needs front Camera Improvements in Low light.', '- Airpods should have been complimentary (Personal Issue)', '- Face ID should directly unlock the phone, it should not stay the swipe up screen.', '- Face unlock could have been faster as i have one plus 5t also and it unlocks thrice faster than iPhone X.', '- Poor Battery Backup. 2716 mAh only.']]"
821,"['Somanshu', [...]]","['18 December 2017', [...]]","['Colour: Silver', 'Size: 256GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['King of All iPhone', [...]]",[['I have used almost all iPhones but it is King of all it has all new features like Face IDz Animoji I truly recommend it it is best iPhone.Must Buy I know picture quality is not good because I have Xiaomi MI Mix earlier.']]
822,"['rahul bamaniya', [...]]","['18 December 2017', [...]]","['Colour: Silver', 'Size: 256GB', [...]]",[['Verified Purchase']],"['3.0 out of 5 stars', [...]]","['Not that great', [...]]",[['Not worth 1 lakh my s8 is much more better than iphone x']]
823,"['Amazon Customer', [...]]","['20 July 2018', [...]]","['Colour: Silver', 'Size: 256GB', [...]]",[[]],"['3.0 out of 5 stars', [...]]","['bad phone, I have used blackberry limited edition phones ...', [...]]","[['bad phone, I have used blackberry limited edition phones which costs around 2.5 lakhs. there were awesome, this phone is bad, i wanted to throw this out of window.']]"
824,"['Manishi', [...]]","['25 March 2018', [...]]","['Colour: Silver', 'Size: 256GB', [...]]",[[]],"['1.0 out of 5 stars', [...]]","['One Star', [...]]",[['Way too overpriced']]
825,"['Kruti', [...]]","['26 July 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['1.0 out of 5 stars', [...]]","['Overpriced!!!', [...]]","[[""It's highly overpriced. You can easily get the same feel and features in oneplus6.""]]"
826,"['Ankit kumar Gupta', [...]]","['16 December 2017', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['Its an awesome phone ignore the negative reviews as people are giving', [...]]",[['Its an awesome phone ignore the negative reviews as people are giving.if u want just go for it without any second thought in mind..']]
827,"['Nandlal', [...]]","['9 October 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[[]],"['1.0 out of 5 stars', [...]]","['Iphone x is not batter than galaxy s9 plus', [...]]",[['S9 plus is batter from this i compared both.']]
828,"['Rohit A.', [...]]","['13 December 2017', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['Wow iPhone', [...]]",[['iPhone X is wow']]
829,"['Sutapa Pandit', [...]]","['12 June 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['1.0 out of 5 stars', [...]]","['Worst', [...]]",[['Worst mobile best iphone is 6s plus Or you can buy 8plus']]
830,"['Amazon Customer', [...]]","['13 March 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['... his phone since years and it has been very super baby 1 best phone in the world even a ...', [...]]",[['I have been using his phone since  years and it has been very super baby 1 best phone in the world even a poor can afford it.']]
831,"['Parm Takrian', [...]]","['22 April 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","[""Sell your kidney because it's worth it"", [...]]",[['Sold my kidney to buy this product.']]
832,"['Hemant', [...]]","['29 July 2018', [...]]","['Colour: Space Grey', 'Size: 256GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['Awsome', [...]]",[['Perfect go for it']]
833,"['Sid', [...]]","['20 December 2017', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['Five Stars', [...]]",[['Awesome product!!!']]
834,"['Sanjeev Kumar', [...]]","['25 July 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['Five Stars', [...]]",[['best phone']]
835,"['Paras Jain', [...]]","['18 December 2017', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['iPhone X', [...]]",[['It’s a very nice product and the camera is just amazing.']]
836,"['MAYANK JAIN', [...]]","['27 July 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['1.0 out of 5 stars', [...]]","['Dont buy', [...]]",[['Please dont waste your money you can go for galaxy s9 or oneplus6']]
837,"['Arjun sodhi', [...]]","['12 December 2017', [...]]","['Colour: Silver', 'Size: 256GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['Five Stars', [...]]",[['The best u can get']]
838,"['Amazon Customer', [...]]","['19 December 2017', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['Great product', [...]]",[['The phone is too good love it']]
839,"['vinod', [...]]","['11 March 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[[]],"['2.0 out of 5 stars', [...]]","['Bad battery', [...]]",[['Performance and looks are ultimate but the Bad battery and no fingerprint sucks at this price range.']]
840,"['Amit', [...]]","['5 July 2018', [...]]","['Colour: Silver', 'Size: 256GB', [...]]",[[]],"['3.0 out of 5 stars', [...]]","['Provide iphone x for free', [...]]",[['Please provide me free iphone x for reviewing it...It will be pleasure for me. I have so many request for iPhone x']]
841,"['saiprasaad', [...]]","['10 December 2017', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['apple will be apple', [...]]",[['no words to say it is awesome']]
842,"['Ajo Madakassery', [...]]","['27 October 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['iPhone X 256GB : Awesome', [...]]","[['Delivered in 12 hours...', 'It really gives a premium feel.', 'Purchased it for 79,000/- on great India sale November 2018']]"
843,"['KRISHNA PRASAD', [...]]","['12 December 2017', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['Five Stars', [...]]",[['amazing gadget']]
844,"['mr. Rahul raj', [...]]","['21 October 2018', [...]]","['Colour: Silver', 'Size: 256GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","[""I have got super quality and best quality iPhone it's my dream to buy this.........."", [...]]","[[""I have got super quality and best quality iPhone it's my dream to buy this..........""]]"
845,"['Prashanth kumar', [...]]","['18 March 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['2.0 out of 5 stars', [...]]","['Iphonex😎', [...]]",[['Im not like this phone bcz it nt looking like iphone so i purchase this mobile and buy with in 1month']]
846,"['tom', [...]]","['9 January 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['1.0 out of 5 stars', [...]]","['One Star', [...]]",[['Phone ok']]
847,"['Amazon Customer', [...]]","['30 November 2017', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['Five Stars', [...]]",[['Good']]
848,"['Sivashanker', [...]]","['13 December 2017', [...]]","['Colour: Silver', 'Size: 256GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['Five Stars', [...]]",[['definately the best']]
849,"['HARSH SHARMA', [...]]","['7 December 2017', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['Apple shoppers face a tough choice between this phone and the iPhone 8', [...]]","[['The iPhone X is an innovative device with a fantastic camera and beautiful display, but other phones are tougher and can operate longer on a charge.', 'Those are among the conclusions we’ve reached after completing testing on Apple’s new flagship model, which starts at $1,000 for the 64-gigabyte version.', 'Overall, the iPhone X—as in 10, not the letter that follows W—easily made Consumer Reports’ recommended list and broke into the extremely tight list of top 10 rated phones, where all the devices are separated by only two points on our 100-point scale.', 'It was edged out by Apple’s less-expensive iPhone 8, starting at $700, and 8 Plus, starting at $800, which both proved hardier in a test designed to reproduce the drops and fumbles that can cause cracked screens and other damage.', '“If not for the damage in that durability test, the iPhone X would have come in ahead of the iPhone 8 and 8 Plus,” says Richard Fisco, head of smartphone testing at CR.', 'Given how close the scores of all the phones in our top 10 are, it’s not really a question of which phone is best but which is the best fit for you.', 'If you’re choosing among the new crop of iPhones, one of the most obvious differences is the lack of a Home button on the iPhone X and the advent of Face ID for unlocking the phone (more on that below).', 'Additionally, the iPhone X has the biggest screen of the three—5.8 inches, measured diagonally, compared with 5.5 inches for the iPhone 8 Plus and 4.7 inches for the 8. But that expansive display comes in a tight package: The iPhone X is just a smidge taller than the iPhone 8 at 5.6 inches, and more than a half-inch shorter than the iPhone 8 Plus.', 'Here’s a closer look at our test results and how the iPhone X compares with other top-rated phones on the market.', ""The iPhone X's Strengths"", 'Beautiful Display', 'The iPhone X features Apple’s first OLED phone screen. The technology, already used by smartphone manufacturers such as LG and Samsung and found in some high-end TVs, can produce very deep black tones and unlimited viewing angles. (That means the image doesn’t noticeably degrade when you view the screen from the side.)', 'Our testers gave the phone’s display excellent marks, pointing to its overall brightness and vibrant colors, along with the deep black levels.', 'We think that Apple shoppers who put the iPhone X side by side with the iPhone 8 and 8 Plus will notice a significant difference, although these phones have very good screens as well.', 'Outstanding Cameras', 'The rear camera on the iPhone X is among the best we’ve ever seen. In fact, if you combine the performance scores for stills and video, this is the highest-rated smartphone camera Consumer Reports has tested.', 'Like the 7 Plus and 8 Plus, the iPhone X has a second, 2X zoom camera on the back of the phone. But unlike those other iPhones, both of the iPhone X’s backside cameras have optical image stabilization, which steadies the lenses to offset the effects of shaky hands. (The 7 Plus and 8 Plus have that feature on only one camera lens.)', 'This setup produced impressive results when testers compared photos using the zoom to those shot using the zoom lenses of earlier iPhone Plus models. Stills taken with the iPhone X were sharp, with excellent color reproduction, and video was very sharp as well.', 'Convenient Face ID', 'Much has been made of Apple’s decision to do away with the Home button on the iPhone X. That opened up screen real estate, but when the Home button disappeared, the embedded fingerprint sensor went with it, and Apple now relies upon a new biometric feature for authenticating users. Called Face ID, the technology maps your features and lets you unlock the phone simply by taking a look at the screen. (You can also type in a PIN.)', 'We found the setup and unlocking process to be both quick and easy. The technology worked when we held the phone at all but the most severe angles and did not falter when used by testers with a wide range of skin tones, even when they put on reading glasses. You need to look directly at the screen to prompt it to unlock, making it less likely that you’ll unlock the device inadvertently.', 'The removal of the Home button requires you to learn a series of new swipe and button commands to operate the phone. This takes a little getting used to. But our testers picked up on the new gestures quickly and were satisfied with the phone’s overall usability.', ""The iPhone X's Shortcomings"", 'Broken Glass', 'In our initial drop test, the iPhone X performed just fine. It survived four falls onto a concrete surface from a height of 5 feet. For that quick test, we used our custom-designed Drop Tower and let the phone fall on its front, back, and two different corners.', 'However, iPhone X phones didn’t fare nearly as well when subjected to a more intensive lab test in a tumbling machine. The tumbler is a rotating chamber that repeatedly drops a phone from a height of about 2.5 feet. The phones are checked for damage after 50 drops and then again after 100.', 'The goal of all that repetition is to expose the phone to impacts from a wide variety of angles.', 'We tumbled three samples of the iPhone X. The first was fine after 50 drops, but the glass on the back was significantly cracked after 100. The other two phones ended up with malfunctioning displays after 50 drops. Though the front glass didn’t crack, several bright green bars stretched across the screens from top to bottom.', 'The iPhone X isn’t the first phone to fail our tumble test. For example, our testers also reported broken displays and back panels when they tumbled Samsung’s nearly all-glass Galaxy S8 and S8+ phones.', 'In light of those results, we recommend that you protect any of these phones in a case.', 'Responding to our findings, Apple affirmed the iPhone X\'s durability based on the company\'s ""rigorous real world testing"" and said that the phone ""is made from the most durable glass ever in a smartphone.""', 'Durability is something to think about if you’re considering a purchase of the iPhone X. The phone isn’t just expensive to buy; it’s also unusually pricey to repair. For example, the Apple Store will charge you $279 to fix the display and $549 to fix any other part of the phone, including its glass back. (This could make it worthwhile for some consumers to shell out for AppleCare+ coverage, which costs $199.)', 'Tumble tests don’t get a lot of weight when we calculate a phone’s Overall Score. However, these results combined with the iPhone X’s comparatively low battery-life showing (see below) did knock the phone down a few spots in our rankings, says Fisco, who leads CR’s phone testing program.', 'On the flip side, the iPhone X aced our water-resistance testing, surviving for 30 minutes at a depth of about 3 feet, just as Apple promises in its specs. The phone was examined right afterward, as well as one, two, and three days later, and continued to work.', 'This is consistent with the results for other recent Apple phones, including the 7- and 8-series iPhones, which also did well in our water-immersion tests.', 'Short Battery Life', 'The iPhone X’s battery life hurt the phone’s Overall Score in Consumer Reports testing.', 'To find out exactly how long a phone’s battery can go, Consumer Reports uses a robotic finger programmed to put the phone through a range of tasks designed to simulate a consumer’s average day.', 'The robot browses the internet, takes pictures, uses GPS navigation, and, of course, makes phone calls. We run all smartphone battery tests with the display set to 100 percent brightness. If you use any phone’s auto, or adaptive, brightness, the battery should last longer.', 'In our testing, the iPhone X’s battery lasted 19.5 hours. That’s just ahead of the 19 hours logged by the iPhone 8 and the considerably smaller iPhone SE but below the 21 hours recorded by the 8 Plus—and it’s far less than the 26 hours that Samsung’s S8 and S8+ delivered. (Some other smartphones in our ratings run even longer on a charge.)', 'While for many people 19.5 hours is enough to get them through the day, it’s still shorter than the majority of the 38 smartphones we recommend.', 'According to Apple, the iPhone X’s A11 Bionic chip is designed to manage the device’s power supply intelligently, balancing the demands for speed and energy in a way that permits you to complete the tasks you perform most often—think texting or web browsing—with optimal efficiency.', 'When you combine that with the model’s custom battery design, the company says, the iPhone X should last “up to 2 hours longer between charges than the iPhone 7.” In our tests, the iPhone 7’s battery lasted 18.5 hours.', 'Which iPhone to Buy?', 'If you’re looking for a new iPhone, is the X worth the $1,000 and up that Apple is charging? That depends on your preferences.', ""A lot of people would argue that the iPhone X represents the future of smartphones. It boasts the best overall camera results in CR's testing and one of the best displays we’ve ever seen on a phone. And while you don’t get the familiar Home button, you pick up a decent amount of screen space in a phone that’s significantly smaller than the 7 Plus and 8 Plus. It’s easier to hold and use, not to mention lighter to carry."", 'And Face ID works very effectively. The phone seems to unlock as soon as you pick it up and even think about making a call. Its gesture system takes some getting used to, but it’s not overly cumbersome or difficult to use.', 'Taken as a complete package, this phone ranked a bit lower than Samsung’s S8, S8+, and Note8, mainly because of their superior battery life. But many longtime iPhone users aren’t interested in switching to Android, so the real question for them is whether to save a few bucks—or, actually, a couple hundred—and go with an iPhone 8 or 8 Plus instead.', 'These iPhones are more resistant to breaking, and they have the familiar Home button, which means you don’t have to spend time learning a new system of swipes and button clicks. Because all these phones are top performers, the choice is ultimately a matter of personal priorities.', 'Here’s another idea: If you want to save even more money, the iPhone 7 and 7 Plus remain viable options. They look pretty much the same as the 8 and 8 Plus and offer many of the same features. And they’ll cost you just $550 and $670, respectively.', 'If you’re still on the fence, this is one of those times where it pays to try before you buy. Play with all of these phones in the store, paying attention to how much the gorgeous iPhone X display means to you and how you feel about learning new gestures—and then considering how often you’ve dropped previous gadgets on the sidewalk.']]"
850,"['Arnav', [...]]","['8 August 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['OLED display', [...]]",[['Nyc display']]
851,"['iqbal khan', [...]]","['12 December 2017', [...]]","['Colour: Silver', 'Size: 256GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['For Android Lovers.', [...]]","[['You like the phone ? Buy it. don’t let people take your personal decisions. I love this phone and bought it on November 3rd.', 'Those who don’t like the phone oh I should say those who don’t like the price tag no worries for you guys there are lot of companies are out there.', 'Go ahead and buy thos Android phones.', 'Thanks']]"
852,"['Samson', [...]]","['10 December 2017', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['Five Stars', [...]]",[['love it']]
853,"['Mayukh Bera', [...]]","['17 December 2017', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['1.0 out of 5 stars', [...]]","[""Do not buy untill you're an isheep"", [...]]","[[""You have to do gymnastics to unlock the phone when its on table, then the most irritating part is its a two step unlock. No fingerprint reader, they could have given it in the apple logo but truth is bitter. I don't know about other people but the notch at the top is no good. No headphone jack for sure. No improvement in the front camera. There is a huge camera hump also. Worst flagship of 2017.""]]"
854,"['Kapil', [...]]","['30 November 2017', [...]]","['Colour: Silver', 'Size: 256GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['Five Stars', [...]]",[['One of the best phones out there!!!']]
855,"['Stu', [...]]","['10 December 2017', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['1.0 out of 5 stars', [...]]","[""The iPhone X's Back Glass Is FRAGILE and an Expensive NIGHTMARE to Repair ..."", [...]]","[['Be it JigRigEverything or TechRex, Every drop test across the web has reached the same conclusion—Apple’s best phone is also its most fragile.', ""In India, its repair cost is around 45k and that's a hell lot of money!"", ""Oneplus 5T costs less than Apple's iPhone X back glass replacement, i guess, it's says a lot about which company cares about its customer!""]]"
856,"['praveen d.', [...]]","['30 November 2017', [...]]","['Colour: Silver', 'Size: 256GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['Beautiful device', [...]]",[['That’s the most beautiful phone in the world right now . Love every minute of using this.']]
857,"['Athish R S', [...]]","['20 December 2017', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","[""... so that you please don't buy iPhone X and waste your"", [...]]","[[""i gave 5 stars so that you please don't buy iPhone X and waste your money""]]"
858,"['Rakesh', [...]]","['30 November 2017', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['Five Stars', [...]]",[['Super']]
859,"['VIPUL YADAV', [...]]","['19 December 2017', [...]]","['Colour: Silver', 'Size: 256GB', [...]]",[[]],"['4.0 out of 5 stars', [...]]","['I have this phone but i think this is similar ...', [...]]",[['I have this phone but i think this is similar to other android phone but this time they have provided fingerprint scanner which make it different from other iPhone and their stickers and emojis are different from other phones']]
860,"['Chintan gaudani', [...]]","['19 March 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['1.0 out of 5 stars', [...]]","['One Star', [...]]",[['No buy this mobile']]
861,"['surender kumar', [...]]","['23 December 2017', [...]]","['Colour: Silver', 'Size: 256GB', [...]]",[['Verified Purchase']],"['1.0 out of 5 stars', [...]]","['One Star', [...]]",[['Very bad']]
862,"['Sayantani', [...]]","['30 November 2017', [...]]","['Colour: Silver', 'Size: 256GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['best one', [...]]","[['OMG I bought it..... awesome phone with worlds most updated features...', 'USAGE AFTER 20 DAYS', '-Software is refined mostly but few bugs are there which are more likely to be resolved in the next OS update.', ""-Phone's a eye catcher"", ""-Performance is THE BEST IN THE MARKET, Competition ain't even CLOSE(NOTE 8,S8,One plus 5)."", '-Camera never disappointed.', '-Display is absolutely drop dead gorgeous', 'MY VERDICT', '-Undoubtedly the best phone with perfect screen size and absolutely a beast in performance and camera.', ""-Being an android and iOS user. I can surely say..switch to iPhone X.You won't have any regrets."", '-If you are using 7/7+ kindly wait for another 1 year if you can better things coming.']]"
863,"['Amazon Customer', [...]]","['30 November 2017', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['4.0 out of 5 stars', [...]]","['Good phone. only the problem is its back panel ...', [...]]",[['Good phone.only the problem is its back panel is very soft and an get scratches.']]
864,"['nirmalya Roy ', [...]]","['4 April 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['1.0 out of 5 stars', [...]]","['... it with my mate 10 pro it is not like huawei mate 10', [...]]",[['i9 have compared it with my mate 10 pro it is not like huawei mate 10 . but it is great loking. if u want passion and style then go for mate 10 pro']]
865,"['Amazon Customer', [...]]","['30 November 2017', [...]]","['Colour: Silver', 'Size: 256GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","[""It's beyond your imagination ."", [...]]","[['One of the best mobile . Design and build quality awesome. It is beyond your imagination , if you have spent 90000 for mobile ,just go and buy.']]"
866,"['Prahlad mahato', [...]]","['12 March 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[[]],"['2.0 out of 5 stars', [...]]","['Bad product', [...]]",[['not realy good. It is abad product']]
867,"['honesh', [...]]","['3 August 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['1.0 out of 5 stars', [...]]","['Waste of time iPhone is a primitive phone', [...]]",[['Oh my God I can buy realme1 phone for 14k which has 6gb ram and 128gb memory why would anyone buy this iphone. If you are smart u will buy phone that has better specs']]
868,"['Adi', [...]]","['19 December 2017', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['Five Stars', [...]]",[['Great phone very affordable too']]
869,"['Avtar singh', [...]]","['12 December 2017', [...]]","['Colour: Silver', 'Size: 256GB', [...]]",[[]],"['1.0 out of 5 stars', [...]]","['This product is insult of sir steve', [...]]","[['Worst product from apple face id not work properly with turban and  phone heat issue is still present .lastly , slow charging .']]"
870,"['aakriti', [...]]","['30 November 2017', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['3.0 out of 5 stars', [...]]","['Not good. Read here before buying', [...]]","[[""Not good phone. Don't buy this device. Playing video is very poor all because of that annoying notch there which spoils everything. I purchased it from Dubai and the screen and the back glass is so fragile that it got scratches very badly. I say again that if you are a true iPhone X fan then only  buy otherwise it is suitable to sell only around 60k.""]]"
871,"['allauddin ansari', [...]]","['30 November 2017', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['4.0 out of 5 stars', [...]]","['Four Stars', [...]]",[['Love it']]
872,"['puneet', [...]]","['10 March 2018', [...]]","['Colour: Silver', 'Size: 256GB', [...]]",[[]],"['1.0 out of 5 stars', [...]]","['Samsung S9 plus or iPhone x ????', [...]]",[['Samsung s9 plus is a better option than iPhone as it is less expensive and has more feature more battery camera is awesome']]
873,"['SHUBHAM', [...]]","['30 November 2017', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","[""It's just wow"", [...]]",[['Ordered on 29 November midnight . Delivered on 30 November at 11 great phone but a bad charger. Like if u agree']]
874,"['Satyaki Chakraborti', [...]]","['14 February 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[[]],"['1.0 out of 5 stars', [...]]","['Nothing Special and good', [...]]","[[""You have better option than an iPhone X . The face ID which is a supreme feature doesn't work that good. And apple is not the first company to bring bezeless display. MI has already launched MI MIX and is of 1/3rd price of iPhone X. It's definitely not worth it.""]]"
875,"['Bijoy dutta', [...]]","['30 November 2017', [...]]","['Colour: Silver', 'Size: 256GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['OMG!', [...]]",[['When it was coming to home I was with full of joy it has awesome feature we cannot get in other phones']]
876,"['The Joker', [...]]","['30 November 2017', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['Five Stars', [...]]",[['Superb']]
877,"['Ashish Sharma', [...]]","['30 November 2017', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['Five Stars', [...]]",[['Osm phone']]
878,"['Amazon Customer', [...]]","['17 December 2017', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[[]],"['2.0 out of 5 stars', [...]]","['Two Stars', [...]]",[['Go for 5T instead....']]
879,"['DINESH PANWAR', [...]]","['30 November 2017', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[[]],"['2.0 out of 5 stars', [...]]","['Not worth the price... the steel frame ...', [...]]",[['Not worth the price...the steel frame around the phone has scratches in just 20 days of use.And for 1 lac Rs phone the quality is not up to the mark']]
880,"['Sachin', [...]]","['4 December 2017', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[[]],"['1.0 out of 5 stars', [...]]","['MEANWHILE Apple BE LIKE Im the best! ONEPLUS: you gotta be kidding', [...]]",[['Apple is becoming a troll product nowadays seriously no phone is worth 89k !!! THE END IS NEAR :D']]
881,"['Krishna sasank', [...]]","['3 December 2017', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['1.0 out of 5 stars', [...]]","['5t is way better at less than half the', [...]]","[['One lakh for an emoji machine seriously?', '5t is way better at less than half the price']]"
882,"['Swithin', [...]]","['10 December 2017', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['3.0 out of 5 stars', [...]]","['Good Product with Hefty Price Tag.', [...]]",[['Good Product with Hefty Price Tag.']]
883,"['Abhi', [...]]","['10 December 2017', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['1.0 out of 5 stars', [...]]","['Expensive is the only word. Foolish is the next', [...]]",[['Too expensive']]
884,"['Saurabh', [...]]","['1 December 2017', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[[]],"['4.0 out of 5 stars', [...]]","['This phone great I was going to market and I have lost ...', [...]]",[['This phone great I was going to market and I have lost the mobile I got my mobile by the iphone app trace']]
885,"['manjeshwar', [...]]","['30 November 2017', [...]]","['Colour: Silver', 'Size: 256GB', [...]]",[[]],"['1.0 out of 5 stars', [...]]","['One Star', [...]]",[['U can buy one plus 5t']]
886,"['Amazon Customer', [...]]","['13 December 2017', [...]]","['Colour: Silver', 'Size: 256GB', [...]]",[[]],"['1.0 out of 5 stars', [...]]","['One Star', [...]]",[['I dnt like this phone...']]
887,"['shivkanth patil', [...]]","['30 November 2017', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[[]],"['3.0 out of 5 stars', [...]]","['Three Stars', [...]]",[['Better buy Android mobile rather then wasting huge amount on same specs']]
888,"['FIRDOUS A.', [...]]","['30 November 2017', [...]]","['Colour: Silver', 'Size: 256GB', [...]]",[[]],"['1.0 out of 5 stars', [...]]","[""Don't waste your money."", [...]]","[[""Why does you waste your money on this phone. It was build in nearly₹20000 and all other money is Apple's profit.""]]"
889,"['Sukhpreet Singh', [...]]","['14 December 2017', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[[]],"['1.0 out of 5 stars', [...]]","['Overprice', [...]]",[['If u wana to purchase iphone x .. first go for 5t .. it is third class phone with overprice ..']]
890,"['Amazon Customer', [...]]","['30 November 2017', [...]]","['Colour: Silver', 'Size: 256GB', [...]]",[[]],"['2.0 out of 5 stars', [...]]","['Two Stars', [...]]","[['Not fast,7 plus is good']]"
891,"['Sarthak', [...]]","['30 November 2017', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['1.0 out of 5 stars', [...]]","['One Star', [...]]",[['bad phone s8 is better']]
892,"['Anil Sharma', [...]]","['12 February 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[[]],"['1.0 out of 5 stars', [...]]","['One Star', [...]]",[['Vivo V7 plus have better face ID in iPhone x']]
893,"[' 😬🙂', [...]]","['5 December 2017', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['1.0 out of 5 stars', [...]]","['😬😂', [...]]","[['Very Very Very CHEAP,  HATE IT.']]"
894,"['Shubham Dhyani', [...]]","['10 December 2017', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['1.0 out of 5 stars', [...]]","['One Star', [...]]",[['Very costly']]
895,"['Abdul Hadhi ', [...]]","['5 December 2017', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['1.0 out of 5 stars', [...]]","['One Star', [...]]",[['Wasted']]
